ASP,CLS,SENT,PRED,P-1,P0,P+1,T/F
miscellaneous,1,i would highly recommend it .,1,0.028380965813994408,0.026751292869448662,0.9448677897453308,True
price,1,delicious food at a great price but do not go here on a cold day and sit by the front door .,1,0.2166023999452591,0.00571056455373764,0.7776870131492615,True
service,-1,the food was mediocre at best but it was the horrible service that made me vow never to go back .,-1,0.912024974822998,0.0031077677849680185,0.08486716449260712,True
food,1,"three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .",1,0.001782048144377768,0.001255211653187871,0.9969627261161804,True
service,-1,knowledge of the chef and the waitress are below average .,1,0.20608912408351898,0.3056056797504425,0.48830515146255493,False
ambience,-1,a little crowded but they move that line really fast !,-1,0.6178857684135437,0.02996809594333172,0.3521461486816406,True
price,-1,and the bill was outragous .,-1,0.905979573726654,0.02309686876833439,0.07092351466417313,True
miscellaneous,-1,everything that happened was not even up to mediocre .,-1,0.9080013036727905,0.02670835331082344,0.06529036909341812,True
food,1,the duck confit is always amazing and the foie gras terrine with figs was out of this world .,1,0.002552711870521307,0.0019762960728257895,0.9954710006713867,True
food,0,"the food was just ok , i would never go back .",1,0.3616548776626587,0.10886262357234955,0.5294825434684753,False
food,1,and the fried clams had just enough kick to them to make 'em worth eating .,1,0.0070485263131558895,0.01185423880815506,0.9810972213745117,True
miscellaneous,1,finally a reliable chinese restaurant !,1,0.03130952641367912,0.30554845929145813,0.6631419658660889,True
service,1,"plus , when our entrees were held up in the kitchen on a busy saturday night , the owner sent over complimentary summer rolls to hold us over !",1,0.006582349073141813,0.004696657415479422,0.9887210726737976,True
food,-1,"waiters tend to forget drinks completely , food portions are so tiny , two people have trouble sharing one entree .",-1,0.7583211064338684,0.0167034100741148,0.22497549653053284,True
service,-1,until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating .,-1,0.872773289680481,0.007439263164997101,0.11978744715452194,True
miscellaneous,-1,we were less than impressed .,-1,0.5404419898986816,0.11590085923671722,0.3436570465564728,True
miscellaneous,0,jimmy is dominican !,1,0.022864636033773422,0.3305872976779938,0.6465480327606201,False
ambience,1,"cute place , nice wait staff but would never go there again .",1,0.10370074957609177,0.0049406616017222404,0.8913586139678955,True
miscellaneous,0,"having hunted around for a quiet , romantic , yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot .",-1,0.5086521506309509,0.09333666414022446,0.3980112373828888,False
miscellaneous,0,i often go there to eat with my family .,0,0.0122471759095788,0.698692798614502,0.2890600264072418,True
price,1,"the waiters are sweet , the food is tasty and the bill is never too large .",1,0.04434926435351372,0.003544161794707179,0.9521065354347229,True
service,1,"great service , great food .",1,0.0029137330129742622,0.0035464626271277666,0.9935398697853088,True
ambience,1,"we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .",1,0.0038030906580388546,0.020729752257466316,0.9754671454429626,True
miscellaneous,0,glad you have the luxury to throw out paying customers .,1,0.15878698229789734,0.03174172341823578,0.8094713091850281,False
service,-1,but the service was a bit slow .,-1,0.7787086963653564,0.09508147090673447,0.12620986998081207,True
service,-1,"we had reservations at 9pm , but was not seated until 10:15pm .",-1,0.6452546715736389,0.31107065081596375,0.043674688786268234,True
food,1,"great wine list ( italian ) , good food , service was initially fine .",1,0.0019273343496024609,0.003953251522034407,0.99411940574646,True
food,-1,"after we got our sashimi order , i could not believe how small the portions were !",-1,0.5867829322814941,0.17453651130199432,0.23868048191070557,True
food,-1,horrible food and horrible service .,-1,0.9853482842445374,0.003913546912372112,0.010738176293671131,True
ambience,1,its an excellent place to relax and the food is one of the best in the city of new york .,1,0.0027904228772968054,0.0054086740128695965,0.991800844669342,True
ambience,1,all the nyu students love this place so it makes for a fun young atmosphere .,1,0.0018842442659661174,0.01036766916513443,0.9877481460571289,True
miscellaneous,1,everyone that has ever come here with me has become a convert and returned regularly with their own friends .,1,0.0033644253853708506,0.05038536339998245,0.9462501406669617,True
service,-1,"first off , the waitress was completely unattentive the 2 times we saw her ( odd in a restaurant with 6 tables ) and got our order wrong .",-1,0.9809513092041016,0.009747306816279888,0.009301429614424706,True
food,1,"service was warm and attentive , beef carpaachio was exellent ( huge portion ) and pasta was fresh and well-prepared .",1,0.0008288176031783223,0.001010041101835668,0.9981611371040344,True
food,-1,we ordered a tuna melt - it came with out cheese which just made it a tuna sandwich .,1,0.18004421889781952,0.2514972984790802,0.5684584975242615,False
food,1,"the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced .",1,0.027232520282268524,0.004506570752710104,0.9682609438896179,True
miscellaneous,0,i 'm not sure why these other reviewers are whining so much .,-1,0.6023756265640259,0.1837782859802246,0.2138461172580719,False
food,1,should you happen to be impressed by the cuisine definitely try it .,1,0.03498268499970436,0.01599728688597679,0.9490200281143188,True
miscellaneous,1,it was wonderful .,1,0.017350347712635994,0.025835219770669937,0.9568144083023071,True
food,-1,"really though , where 's the seasoning ?",-1,0.619670569896698,0.17825235426425934,0.20207712054252625,True
miscellaneous,1,i love this place .,1,0.010993004776537418,0.03874022141098976,0.9502667188644409,True
service,-1,the waiters and owners were nonchalant about this and promised to call the exterminator but were n't as dismayed or apologetic as i would have expected .,-1,0.8919267058372498,0.0043517895974218845,0.103721484541893,True
ambience,1,the pizza and wine were excellent-the service too -- but what really made this place was the backyard dining area .,1,0.20475827157497406,0.005305776372551918,0.7899359464645386,True
ambience,1,"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",1,0.012778584845364094,0.01576181873679161,0.9714595675468445,True
service,-1,"when he finally did , he was unable to make a gin and tonic -- could n't find tonic .",1,0.26429039239883423,0.010113819502294064,0.7255958318710327,False
miscellaneous,0,i grew up eating dosa and have yet to find a place in ny to satisfy my taste buds .,1,0.003377301385626197,0.27584823966026306,0.7207744717597961,False
ambience,1,the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,1,0.0027956918347626925,0.0021080945152789354,0.9950961470603943,True
food,-1,i 've been to several places for dim sum and this has got to be the worst .,-1,0.43269065022468567,0.2184421867132187,0.3488672077655792,True
miscellaneous,1,i have been going there since it opened and i ca n't get enough .,1,0.15547655522823334,0.11518550664186478,0.7293378710746765,True
price,-1,overall a disappointing experience for that price category .,-1,0.9046306014060974,0.010474140755832195,0.08489524573087692,True
miscellaneous,-1,"but warning : to all those that use this site be weary , be very weary of recommendations .",-1,0.6882098913192749,0.015380553901195526,0.29640957713127136,True
service,1,the food was delicious and the waiter was incredibly helpful and attentive ( considering we were the only ones there for the first hour ) .,1,0.016533473506569862,0.0008558944100514054,0.9826106429100037,True
miscellaneous,-1,will never be back .,-1,0.560339629650116,0.024147702381014824,0.41551268100738525,True
service,0,"the service was typical short-order , dinner type .",0,0.20219174027442932,0.7127563953399658,0.08505189418792725,True
price,1,"the food is very good for it 's price , better than most fried dumplings i 've had .",1,0.018783042207360268,0.01101617980748415,0.970200777053833,True
service,-1,"the service was bad , the food took to forever to come , we sat on the upper level .",-1,0.9061616063117981,0.029378371313214302,0.06446006149053574,True
miscellaneous,-1,"perhaps it was an off night , but it was suprisingly average for a 9.3 rating .",-1,0.7353509664535522,0.22499731183052063,0.03965176269412041,True
miscellaneous,1,i would go back tho .,1,0.04140009358525276,0.07686145603656769,0.8817384243011475,True
miscellaneous,1,suan was a recommendation that i am glad we heeded .,1,0.010753295384347439,0.3860340118408203,0.6032127141952515,True
service,-1,i had to ask her three times before she finally came back with the dish ive requested .,-1,0.36330080032348633,0.308220773935318,0.32847845554351807,True
price,1,"among all of the new 5th avenue restaurants , this offers by far one of the best values for your money .",1,0.0492652989923954,0.3323834538459778,0.6183512210845947,True
food,1,"fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",1,0.002942549530416727,0.018894145265221596,0.9781633019447327,True
service,1,"meanwhile , the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil , gratis .",1,0.015266414731740952,0.00461918767541647,0.9801144003868103,True
miscellaneous,-1,please save yourself the frustration .,-1,0.6295655369758606,0.036596737802028656,0.3338377773761749,True
food,1,"my gf and i still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .",1,0.0016335465479642153,0.06584969162940979,0.9325166940689087,True
ambience,1,"the staff was very attentive , the ambience lovely , and the food superb .",1,0.00575276929885149,0.0015693478053435683,0.9926779270172119,True
miscellaneous,1,do n't leave without trying one night in tokyo .,-1,0.7299091219902039,0.13928350806236267,0.13080741465091705,False
miscellaneous,0,"it was raining , and we figured why not ?",-1,0.7466501593589783,0.14679811894893646,0.10655167698860168,False
food,-1,the sides were ok and incredibly salty .,-1,0.7558273077011108,0.04362280294299126,0.2005499303340912,True
food,1,"but their best dish is thh thai spiced curry noodles with shrimp - a dish that would cost $ 23.95 is most places , but it is $ 16 here .",1,0.34786924719810486,0.005330509506165981,0.6468002200126648,True
food,1,"if you 're looking for a great meal at a decent price , go to del frisco 's !",1,0.02491905353963375,0.011348816566169262,0.9637321829795837,True
food,-1,"from the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .",-1,0.9905200004577637,0.0027285655960440636,0.006751461420208216,True
miscellaneous,1,"this is definitely a place that provides the best experience , though , to both a-listers and people walking in off the street .",1,0.010159770958125591,0.008167277090251446,0.9816728830337524,True
food,1,plus they made a perfect martini .,1,0.01919255591928959,0.011570470407605171,0.9692369103431702,True
ambience,1,the setting is casual and romantic .,1,0.010142331011593342,0.04708866402506828,0.9427690505981445,True
miscellaneous,0,the space is nice but when we order our drink we were in for a surprise .,1,0.06827941536903381,0.1675807237625122,0.7641398310661316,False
service,-1,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .,1,0.2895258963108063,0.028251903131604195,0.6822221875190735,False
food,1,we always have a delicious meal and always leave feeling satisfied .,1,0.004219578579068184,0.0017075584037229419,0.9940728545188904,True
miscellaneous,0,"when going out for a nice dinner , i like a nice ambiance as well as very good food .",1,0.006369362119585276,0.020232373848557472,0.9733982682228088,False
miscellaneous,0,"i do n't know about you guys , but when i go somewhere to eat i go for the food not for the atmosphere .",0,0.057780709117650986,0.5188777446746826,0.4233415424823761,True
miscellaneous,0,"in the evening , this place attracted a well dressed , with it , ny crowd .",1,0.0048819249495863914,0.24455426633358002,0.7505638003349304,False
miscellaneous,0,i went with my fiance on a tuesday evening .,0,0.006492150481790304,0.967074453830719,0.026433464139699936,True
food,1,"the food was delicious , the atmosphere was relaxed , and we have now adopted plate 347 as our secret on second !",1,0.001759725040756166,0.002857560757547617,0.9953827261924744,True
service,1,service was good and food is wonderful .,1,0.004919655621051788,0.002242172369733453,0.9928382039070129,True
miscellaneous,1,beautiful experience .,1,0.005656303837895393,0.009364212863147259,0.9849794507026672,True
ambience,-1,my only problem is that you are literally sitting on top of the people next to you !,-1,0.6351563930511475,0.04683217778801918,0.31801143288612366,True
miscellaneous,1,as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling .,1,0.003866632468998432,0.1429722011089325,0.8531611561775208,True
service,-1,it took them 25 minutes to bring our appetizer .,1,0.03593109920620918,0.22026364505290985,0.7438052892684937,False
food,1,great place to go for a drink too because they have 100 kinds of beer .,1,0.022614529356360435,0.0048792557790875435,0.9725062251091003,True
miscellaneous,1,brava la pizza fresca !,1,0.050425633788108826,0.2708432376384735,0.6787311434745789,True
food,-1,what i did n't like was how the food came right after it was ordered .,-1,0.9025306105613708,0.03248312324285507,0.06498616933822632,True
service,1,from the moment we walked in they were more than accomodating even though the place was packed .,1,0.23793430626392365,0.021739546209573746,0.7403262257575989,True
price,1,the prices are about $ 9 for an entree for dinner and even less for lunch .,-1,0.5223864912986755,0.12238996475934982,0.3552234470844269,False
food,1,the food always tastes fresh and served promptly .,1,0.007643436547368765,0.005713265389204025,0.9866433143615723,True
ambience,1,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty .,1,0.01798749715089798,0.013235368765890598,0.9687771201133728,True
service,1,"their sake list was extensive , but we were looking for purple haze , which was n't listed but made for us upon request !",-1,0.47079914808273315,0.06944141536951065,0.459759384393692,False
service,-1,the entire place and the treatment we received felt as a conveyor belt .,-1,0.9363541603088379,0.019006142392754555,0.044639699161052704,True
ambience,1,"the vibe is very relaxed and cozy , service was great and the food was excellent !",1,0.0008391655865125358,0.0003763812128454447,0.9987844824790955,True
food,1,the food was absolutely amazing ! !,1,0.009029055945575237,0.0030030119232833385,0.987967848777771,True
food,-1,and the tom kha soup was pathetic .,-1,0.7477728128433228,0.13914906978607178,0.1130780428647995,True
miscellaneous,1,"went on a 3 day oyster binge , with fish bringing up the closing , and i am so glad this was the place it o trip ended , because it was so great !",1,0.0034334715455770493,0.0030840993858873844,0.9934824109077454,True
miscellaneous,0,i am going to the mid town location next .,1,0.006799149792641401,0.4075755774974823,0.5856252908706665,False
ambience,1,"no dress codes , no attitudes , plenty of comfort companionship , a great place to relax in an always busy midtown .",1,0.022594520822167397,0.015971366316080093,0.9614341259002686,True
ambience,1,jimmy 's is hands down the hottest night spot in the bronx .,1,0.00437392620369792,0.01480666734278202,0.9808194041252136,True
price,-1,"other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good !",1,0.4831605553627014,0.006812747102230787,0.5100266933441162,False
service,1,one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests .,1,0.27579444646835327,0.10169371217489243,0.6225119233131409,True
miscellaneous,1,so so so so so good !,1,0.05172362178564072,0.009320618584752083,0.9389557242393494,True
price,-1,"for $ 760 for 2 people , it 's a once in a lifetime experience .",0,0.2912012040615082,0.6201657652854919,0.08863306790590286,False
miscellaneous,0,i do suggest to ask to be seated upstairs if you are looking to be a little cozy .,1,0.06425879150629044,0.16516441106796265,0.7705767750740051,False
food,1,"so , the menu is written in chalk above your head and it all sounds delicious .",1,0.006839337293058634,0.004873148165643215,0.9882875084877014,True
service,1,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,1,0.022061584517359734,0.051056843250989914,0.9268815517425537,True
ambience,1,a cool place to hang with your friends for a couple of healthy drinks and desserts .,1,0.004126337356865406,0.013748406432569027,0.9821252822875977,True
miscellaneous,1,what a great place !,1,0.022560594603419304,0.025283638387918472,0.9521558284759521,True
service,1,"great food , good size menu , great service and an unpretensious setting .",1,0.002306506037712097,0.002964773215353489,0.9947287440299988,True
miscellaneous,0,"i 've been to this monster sushi twice , the 46th st once , the 23rd st one a number of times .",0,0.0017537879757583141,0.9051158428192139,0.09313036501407623,True
ambience,1,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",1,0.01729794591665268,0.005768888164311647,0.9769332408905029,True
food,-1,"everything , from the soft bread , soggy salad , and 50 minute wait time , with an incredibly rude service to deliver below average food .",-1,0.9032369256019592,0.003925175406038761,0.09283791482448578,True
miscellaneous,1,"finally , after all the raving i went to check it out with one of my enthusiastic friends this last saturday night and let me tell you its all its cracked up to be .",1,0.00435273814946413,0.12201274931430817,0.8736345171928406,True
miscellaneous,1,great experience overall .,1,0.016034455969929695,0.008756941184401512,0.9752086400985718,True
price,0,the food is reliable and the price is moderate .,1,0.010730389505624771,0.039133649319410324,0.9501359462738037,False
ambience,1,with the theater 2 blocks away we had a delicious meal in a beautiful room .,1,0.0030924039892852306,0.013361562043428421,0.9835460186004639,True
ambience,1,the characters really make for an enjoyable experience .,1,0.05024298280477524,0.007222889922559261,0.9425340890884399,True
service,-1,we were seated and ignored by waitstaff .,-1,0.90203857421875,0.02969662845134735,0.06826481968164444,True
miscellaneous,1,nice find .,1,0.026223840191960335,0.05582103133201599,0.9179551005363464,True
food,1,the thai ice tea was amazingly smooth and yummy !,1,0.0018827058374881744,0.002219980349764228,0.9958972930908203,True
food,0,the meat dishes were only so-so .,-1,0.8831175565719604,0.07230269908905029,0.044579800218343735,False
food,1,the drinks are amazing and half off till 8pm .,1,0.03482408449053764,0.027967961505055428,0.9372079372406006,True
service,1,they are often crowded on the weekends but they are efficient and accurate with their service .,-1,0.5033780336380005,0.03328857570886612,0.4633333384990692,False
miscellaneous,0,wondering who had the best deals we noticed a line had formed to wait for this one particular establishment .,0,0.02790859341621399,0.6844077706336975,0.28768372535705566,True
food,1,go to volare for 1st class service and terrific food .,1,0.0029415262397378683,0.020760666579008102,0.9762978553771973,True
service,1,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",1,0.0025590609293431044,0.0008027538424357772,0.9966381788253784,True
service,-1,the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group .,-1,0.6839003562927246,0.04291154444217682,0.27318811416625977,True
food,-1,"on the other hand , if you are not fooled easily , you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse , and food that will outshine in presentaion , taste , choice , quality and quantity .",1,0.25531208515167236,0.014677528291940689,0.7300103902816772,False
food,1,"while we thoroughly enjoyed the food , it was annoying to scream across the table for conversation .",1,0.3728410303592682,0.01948748715221882,0.6076714396476746,True
price,-1,"however , for what we spent , overall , it just was not up to par .",-1,0.47836413979530334,0.2769530117511749,0.2446828931570053,True
service,0,"we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",-1,0.847543478012085,0.00863712653517723,0.14381948113441467,False
food,1,the fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty .,1,0.007070993538945913,0.0018493258394300938,0.9910796284675598,True
food,-1,the menu prices are a bit expensive for what you get in quality and portion size .,-1,0.6484278440475464,0.014840335585176945,0.33673182129859924,True
food,1,try the green curry ! ! !,1,0.003740691812708974,0.0036480550188571215,0.9926112294197083,True
service,1,"the wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .",1,0.01759723201394081,0.0032499090302735567,0.9791528582572937,True
price,1,pair you food with the excellent beers on tap or their well priced wine list .,1,0.0018319691298529506,0.004144362639635801,0.9940236210823059,True
service,1,"nice atmosphere , the service was very pleasant and the desert was good .",1,0.007184031419456005,0.0037870656233280897,0.9890289306640625,True
service,1,the staff there is very attentive and down to earth .,1,0.0027583150658756495,0.0032527747098356485,0.9939888715744019,True
miscellaneous,-1,when we were finally seated our waitress came by twice-1 for our order and 2-for our check .,1,0.3770083785057068,0.11061418801546097,0.5123773813247681,False
food,1,"it melted in my little mouth and the perfect consistency-not too fishy , creamy , and slightly buttery .",1,0.18414627015590668,0.005736811552196741,0.8101168870925903,True
food,1,the drinks are always welll made and wine selection is fairly priced .,1,0.01924535259604454,0.007277550175786018,0.9734771251678467,True
price,-1,would have rather tried terrace in the sky or water club for that price,1,0.2950971722602844,0.3408195376396179,0.36408331990242004,False
food,1,this place has many different styles of pizza and they are all amazing .,1,0.005574221722781658,0.01026095636188984,0.9841648936271667,True
food,-1,"for many people , this may not seem like aunthentic thai food because most places in nyc arent quite authentic .",1,0.3044501543045044,0.1305997669696808,0.5649500489234924,False
miscellaneous,1,go here .,1,0.13279254734516144,0.34199753403663635,0.5252099633216858,True
food,-1,"during the course of the past 3 months , the chef and staff changed and it was not for the better .",-1,0.9670265316963196,0.00516992574557662,0.027803555130958557,True
miscellaneous,1,give it a try and enjoy .,1,0.01132017932832241,0.03664196655154228,0.9520378112792969,True
service,1,the food is so cheap and the waiters are nice .,1,0.052546337246894836,0.01784435287117958,0.9296093583106995,True
food,1,the other night we had the $ 30 three course meal and everything was delicious - if i could of licked the plate clean i would of .,1,0.008155413903295994,0.011087073013186455,0.980757474899292,True
service,1,we walked in on a wednesday night and were seated promptly .,0,0.05814945697784424,0.7125075459480286,0.22934304177761078,False
service,-1,"waiters tend to forget drinks completely , food portions are so tiny , two people have trouble sharing one entree .",-1,0.6596604585647583,0.03180525824427605,0.3085342347621918,True
miscellaneous,1,i 've been frequenting the tasting room since it first arrived in the east village and i 've never been disappointed .,1,0.14346469938755035,0.13468007743358612,0.7218552231788635,True
ambience,1,some of the finest latin women you 'll see in your life hang out at jimmy 's .,1,0.014193186536431313,0.2022341638803482,0.7835726141929626,True
food,1,the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,1,0.27324965596199036,0.030420485883951187,0.6963298916816711,True
service,1,"if you want a casual neighborhood bistro that has great food and excellent service , this is the place .",1,0.006540016271173954,0.0041319155134260654,0.9893280863761902,True
miscellaneous,1,i never had anything i did n't like here .,1,0.34885138273239136,0.18380041420459747,0.4673481583595276,True
miscellaneous,1,my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience .,1,0.027610160410404205,0.26165470480918884,0.7107351422309875,True
price,-1,there are much better places in ny with better prices .,1,0.03244369104504585,0.19627442955970764,0.7712818384170532,False
service,1,the service was excellent and the food was delicious .,1,0.002517198445275426,0.0028286755550652742,0.9946541786193848,True
service,-1,i also ordered for delivery and the restaurant forgot half the order .,-1,0.5071184635162354,0.33328497409820557,0.15959656238555908,True
food,1,the food is great and authentic .,1,0.001700598164461553,0.0034274766221642494,0.9948719143867493,True
food,1,the best thing i tasted were the lambchops .,1,0.01317476388067007,0.01236389297991991,0.9744613766670227,True
service,1,the service is outstanding and my crab-cake eggs benedict could not have been better .,1,0.07722536474466324,0.010857769288122654,0.9119168519973755,True
food,-1,"but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the appetizer section .",-1,0.5131562352180481,0.054722126573324203,0.4321216642856598,True
ambience,1,"it 's also attached to angel 's share , which is a cool , more romantic bar ...",1,0.005928295664489269,0.19593919813632965,0.7981324791908264,True
price,-1,"the $ 300 bill was a bit steep , but the experience was great .",-1,0.7900594472885132,0.012888874858617783,0.19705164432525635,True
miscellaneous,1,happy to be a regular at this place and would warmly recommend it to anyone .,1,0.027851510792970657,0.002489100443199277,0.9696594476699829,True
food,1,the bar is very well stocked with interesting beers and well priced wines .,1,0.0029903945978730917,0.006065657828003168,0.990943968296051,True
miscellaneous,0,it is run by the same sichuan chef who started the chain in chinatown .,0,0.047206517308950424,0.7165324091911316,0.23626115918159485,True
food,1,these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible .,1,0.042579617351293564,0.013139864429831505,0.9442805647850037,True
food,1,the steak was excellent and one of the best i have had ( i tasted the butter intitally but in no way did it overwhelm the flavor of the meat ) .,1,0.0031061817426234484,0.00082605384523049,0.9960677623748779,True
food,1,"be sure to try the seasonal , and always delicious , specials .",1,0.0018849523039534688,0.0021167395170778036,0.9959983825683594,True
service,-1,"they are still living in the dark ages and do not have an answering machine , so if you want to make a reservation you are limited .",-1,0.5181471109390259,0.055306196212768555,0.4265466630458832,True
service,-1,there is no excuse for such lousy service !,-1,0.8725631237030029,0.023774003610014915,0.10366296768188477,True
ambience,-1,"i was a little leary about mary 's at first - it 's small , crowded and you usually have to wait on line - but i 'm glad i finally tried it .",-1,0.47383806109428406,0.16116732358932495,0.3649946451187134,True
ambience,-1,"secondly , on this night the place was overwhelmed by upper east side ladies perfume .",-1,0.6310533285140991,0.0547761395573616,0.3141705095767975,True
food,1,by far the best salad i have had in a fast food restaurant .,1,0.008840660564601421,0.10686375200748444,0.8842955231666565,True
price,1,we usually just get some of the dinner specials and they are very reasonably priced and very tasty .,1,0.007419637404382229,0.004000302869826555,0.988580048084259,True
miscellaneous,0,i complete the total bagel experience by having it lightly toasted .,0,0.049627792090177536,0.5849482417106628,0.36542394757270813,True
miscellaneous,1,and never strayed .,-1,0.6887786984443665,0.13243462145328522,0.17878668010234833,False
food,1,as always we had a great glass of wine while we waited .,1,0.004725544713437557,0.0030195009894669056,0.9922549724578857,True
ambience,1,"everything is excellent , the menu is quite extensive , and you eat with a view on both sides of the city .",1,0.003044956596568227,0.015071859583258629,0.98188316822052,True
miscellaneous,-1,the only thing i could get attention from was one of at least two cats running around that kept batting at my table .,1,0.383333683013916,0.11891403794288635,0.49775227904319763,False
food,1,the appetizing is excellent - just as good as zabars barney greengrass at a reasonable price ( if bought by the pound ) .,1,0.005295427516102791,0.0016275187954306602,0.9930770397186279,True
ambience,1,joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .,1,0.0025754442904144526,0.001969727221876383,0.9954547882080078,True
food,-1,"the dinner was ok , nothing i would have again .",0,0.30196675658226013,0.4841267168521881,0.21390654146671295,False
ambience,1,here you get the zen feel without feeling rigid .,1,0.23495236039161682,0.25165072083473206,0.5133969187736511,True
service,1,( and i have eaten my share ) which impresses me for having such a large amount of people to serve .,1,0.012657017447054386,0.21342067420482635,0.773922324180603,True
miscellaneous,0,at first i was rolling my ideas of yet another french place on the ues .,1,0.030228063464164734,0.4500426948070526,0.5197292566299438,False
service,1,we had the most wonderful waitress .,1,0.0037471381947398186,0.002975976560264826,0.9932768940925598,True
food,1,and they provided a delicious dessert on the house !,1,0.008527285419404507,0.01243283599615097,0.9790399074554443,True
food,1,the quail was fantastic and unique and the pastas were full of flavor .,1,0.004743130411952734,0.0028974120505154133,0.992359459400177,True
ambience,1,"otherwise , this place has great service and prices and a nice friendly atmosphere .",1,0.01994726061820984,0.002134006703272462,0.9779186844825745,True
ambience,1,"his wife tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .",1,0.0019014559220522642,0.0006878458661958575,0.9974107146263123,True
service,1,we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,1,0.04109811782836914,0.009723369032144547,0.9491785168647766,True
food,1,i started out with a bombay beer which was big enough for two .,1,0.005392131395637989,0.19928696751594543,0.7953208684921265,True
miscellaneous,0,a one women show !,1,0.13895806670188904,0.40695181488990784,0.45409008860588074,False
ambience,1,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",1,0.023473156616091728,0.011187605559825897,0.9653392434120178,True
miscellaneous,1,we went to eat at the jekyll and hyde restaurant on friday night and really enjoyed the fun atmosphere and good food .,1,0.0026679832953959703,0.014193451032042503,0.9831385612487793,True
ambience,1,"good crowd , good outdoor seating , with a hip japanese vibe .",1,0.003714105114340782,0.017180057242512703,0.9791058897972107,True
food,-1,but that was n't the icing on the cake : a tiramisu that resembled nothing i have ever had .,-1,0.8697939515113831,0.01931004412472248,0.11089600622653961,True
ambience,-1,i do n't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer .,-1,0.5491849184036255,0.026689087972044945,0.4241260290145874,True
ambience,-1,"the puke green walls leave a lot to be desired , but the food is very good .",-1,0.5619088411331177,0.01574050448834896,0.42235067486763,True
miscellaneous,1,i have to say that i am pleasantly suprised and i will most likely stop in again if i am in the neighborhood .,1,0.011304584331810474,0.11234399676322937,0.8763513565063477,True
miscellaneous,-1,so rude .,-1,0.8590952157974243,0.07506847381591797,0.06583629548549652,True
food,-1,as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .,-1,0.9883763194084167,0.003917844500392675,0.00770579231902957,True
service,1,"have always found that the waiters will go out of their way to be helpful , despite the fact they are often busy with lots of diners .",1,0.2941398322582245,0.01940028741955757,0.6864598393440247,True
food,1,"to finish off such a delightful dinner experience you must have dessert , especially the white chocolate bread pudding with gelato and hot chocolate .",1,0.004937798250466585,0.0026752736885100603,0.9923869371414185,True
food,-1,"considering their price of $ 6.25 for lunch special , the dish was ridiculously small .",-1,0.8894340395927429,0.017559761181473732,0.0930062085390091,True
price,-1,prices are higher to dine in and their chicken tikka marsala is quite good .,1,0.04212333634495735,0.017211679369211197,0.9406650066375732,False
service,1,"nice ambiance , nice little bar , good bartender , francois , and good service .",1,0.003194604767486453,0.001640986418351531,0.9951643943786621,True
miscellaneous,1,i was pleasantly surprised to find this gem in hoboken .,1,0.0062217703089118,0.005411909893155098,0.9883663058280945,True
